VERSI,SEKSYEN,MSIC 2025,MALAY DESCRIPTION FOR MSIC 2025,ENGLISH DESCRIPTION FOR MSIC 2025,SEKSYEN,MSIC 2008,MALAY DESCRIPTION FOR MSIC 2008,ENGLISH DESCRIPTION FOR MSIC 2008
2025,C,21009,"Pembuatan produk farmaseutikal lain, kimia perubatan dan botani t.t.t.l.","Manufacture of other pharmaceuticals, medicinal chemical and botanical products n.e.c.",C,21009,"Pembuatan produk farmaseutikal, kimia perubatan dan botani t.t.t.l","Manufacture of other pharmaceuticals, medicinal chemical and botanical products n.e.c. (a) manufacture of chemically pure sugars <br>(b) processing of glands and manufacture of extract of glands, etc.<br>(c ) manufacture of medical impregnated wadding, gauze, bandages, dressing, surgical gut string, etc. <br>(d) preparation of botanical product(grinding, grading, milling) for pharmaceutical use"
2025,C,22111,Pembuatan tayar getah,Manufacture of rubber tyres,C,22111,Pembuatan tayar getah untuk kenderaan,"Manufacture of rubber tyres for vehicles (a) pneumatic tyres, solid or cushion tyres (e.g. equipment, mobile machinery, aircraft, toy, furniture and other uses) <br>(b) manufacture of inner tubes for tyre"
2025,C,22112,Pembuatan bunga tayar yang boleh ditukar ganti dan tayar celup,Manufacture of interchangeable tyre treads and retreading rubber tyres,C,22112,Pembuatan bunga tayar yang boleh ditukar ganti dan tayar celup,"Manufacture of interchangeable tyre treads and retreading rubber tyres (a) manufacture of interchangeable tyre treads, tyre flaps, ""camelback"" strips for retreading tyres, etc. <br>(b) retreading and rebuilding of tyres"
2025,C,22191,"Pembuatan produk lain daripada getah asli atau sintetik, tidak divulkan, divulkan atau dikeraskan","Manufacture of other products of natural or synthetic rubber, unvulcanized, vulcanized or hardened",C,22191,"Pembuatan produk lain daripada getah asli atau sintetik, tidak divulkan, divulkan atau dikeraskan","Manufacture of other products of natural or synthetic rubber, unvulcanized, vulcanized or hardened (a) manufacture of rubber plates, sheets, strip, rods, profile shapes <br>(b) manufacture of tubes, pipes and hoses <br>(c ) manufacture of rubber conveyor or tranmission belt or belting <br>(d) manufacture of rubber footwear parts <br>(e) manufacture of textile fabric impregnated, coated, covered or laminated with rubber, where rubber is the chief constituent <br>(f) manufacture of hard rubber (including hard rubber pipe stems, hard rubber combs, hair pin, hair rollers and similar ) <br>(g) manufacture of rubber brushes"
2025,C,22192,Pembuatan sarung tangan getah,Manufacture of rubber gloves,C,22192,Pembuatan sarung tangan getah,Manufacture of rubber gloves
2025,C,22193,Pengilangan semula getah dan pemprosesan susu getah,Rubber remilling and latex processing,C,22193,Pengilangan semula getah dan prosesan susu getah,"Rubber remilling and latex processing (a) processing on the estates/smallholdings, if separate reporting for production and processing is not feasible <br>(b) rubber smokehouses"
2025,C,22199,Pembuatan produk getah lain yang t.t.t.l.,Manufacture of other rubber products n.e.c,C,22199,Pembuatan produk getah lain yang t.t.t.l,"Manufacture of other rubber products n.e.c (a) manufacture of rubber hygienic articles (e.g. sheath contraceptives or condoms, teats and soothers, hot water bottle, etc.) <br>(b) manufacture of rubber articles of apparel (if only sealed together, not sewn)<br> (c ) manufacture of rubber thread and rope <br>(d) manufacture of rubberized yarn and seals <br> (e) manufacture of rubber rings, fittings and seals <br> (f) manufacture of rubber roller covering <br>(g) manufacture of inflatable rubber mattresses <br>(h) manufacture of inflatable ballons <br>(i) manufacture of rubber repair materials <br>(j) manufacture of textile fabric impregnated, coated, covered or laminated with rubber, where rubber is the chief constituent <br>(k) manufacture of rubber waterbed mattresses <br>(l) manufacture of rubber bathing caps and aprons <br>(m) manufacture of rubber wet suit and diving suits <br>(n) manufacture of rubber sex articles <br>(o) manufacture of any other rubber product n.e.c"
2025,C,22201,Pembuatan produk plastik separa siap,Manufacture of semi-manufactures of plastic products,C,22201,Pembuatan produk plastik separa siap,"Manufacture of semi-manufactures of plastic products manufacture of semi-manufactures of plastic products (e.g. plastics plates, sheets, blocks, film, foil, strip, etc.)"
2025,C,22202,Pembuatan produk plastik siap,Manufacture of finished plastic products,C,22202,Pembuatan produk plastik siap,"Manufacture of finished plastic products manufacture of plastic tubes, pipes and hoses; hose and pipe fittings"
2025,C,22203,Pembuatan artikel plastik untuk pembungkusan barangan,Manufacture of plastic articles for the packing of goods,C,22203,Pembuatan artikel plastik untuk pembungkusan barangan,"Manufacture of plastic articles for the packing of goods manufacture of plastic articles for the packing of goods (e.g. plastics bags, sacks, containers, boxes, cases, carboys, bottles)"
2025,C,22204,Pembuatan barangan plastik jurubina,Manufacture of builders' plastic ware,C,22204,Pembuatan barangan plastik jurubina,"Manufacture of builders' plastics ware (a) plastic door, windows, frames, shutters, blinds, skirting boards <br>(b) tanks, reservoirs <br>(c ) plastic floor, wall or ceiling coverings in rolls or in the form of tiles, etc. <br>(d) plastic sanitary ware (e.g. plastic baths, shower baths, washbasins, lavatory pans, flushing cisterns, etc)"
2025,C,22205,"Pembuatan pinggan mangkuk, peralatan dapur dan barangan tandas daripada plastik","Manufacture of plastic tableware, kitchenware and toilet articles",C,22205,"Pembuatan pinggan mangkuk, peralatan dapur dan barangan tandas daripada plastik","Manufacture of plastic tableware, kitchenware and toilet articles manufacture of reinforced plastic articles"
2025,C,22209,Pembuatan pelbagai produk plastik t.t.t.l.,Manufacture of diverse plastic products n.e.c.,C,22209,Pembuatan pelbagai produk plastik t.t.t.l,"Manufacture of diverse plastic products n.e.c. (a) manufacture of diverse plastic products n.e.c. [e.g. plastic headgear, insulating fittings, parts of lighting fittings, office or school supplies, articles of apparel, (if only sealed together, not sewn) fittings for furniture, statuettes, transmission and conveyer belts, self-adhesive tapes of plastics, etc.]<br> (b) manufacture of artifical stone; cultured marble <br>(c) cellophane film or sheet <br>(d) manufacture of resilient floor covering (e.g. vinyl, linoleum, etc.)"
2025,C,23101,"Pembuatan kaca rata, termasuk kaca rata berdawai, berwarna atau sedikit berwarna","Manufacture of flat glass, including wired, coloured or tinted flat glass",C,23101,"Pembuatan kaca leper, termasuk kaca leper berdawai, berwarna atau sedikit berwarna","Manufacture of flat glass, including wired, coloured or tinted flat glass manufacture of glass paving blocks"
2025,C,23102,"Pembuatan barangan kaca makmal, barangan kesihatan atau farmaseutikal","Manufacture of laboratory, hygienic or pharmaceutical glassware",C,23102,"Pembuatan barangan kaca makmal, barangan kesihatan atau farmaseutikal","Manufacture of laboratory, hygienic or pharmaceutical glassware"
2025,C,23109,Pembuatan produk kaca lain t.t.t.l.,Manufacture of other glass products n.e.c.,C,23109,Pembuatan produk kaca lain t.t.t.l,"Manufacture of other glass products n.e.c. (a) manufacture of toughened or laminated flat glass <br>(b) manufacture of glass in rods or tubes <br>(c ) manufacture of glass mirrors <br>(d) manufacture of multiple-walled insulating units of glass <br>(e) manufacture of bottles and other containers of glass or crystal <br>(f) manufacture of drinking glasses and other domestic glass od crystal articles <br>(g) manufacture of glass fibres, including glass wool and non-woven product thereof. <br>(h) manufacture of clock or watch glasses, optical glass and optical elements not optically worked<br> (i) manufacture of glassware used in imitation jewellery <br>(j) manufacture of glass insulators and glass insulating fittings <br> (k) manufacture of glass envelopes for lamps <br> (l) manufacture of glassware and glass parts for lighting fixtures<br> (m) manufacture of glass figurines <br> (n) restoring of stained glass windows"
2025,C,23911,Pembuatan mortar refraktori dan konkrit,Manufacture of refractory mortars and concretes,C,23911,Pembuatan mortar refraktori dan konkrit,Manufacture of refractory mortars and concretes
2025,C,23912,Pembuatan barangan seramik refraktori,Manufacture of refractory ceramic goods,C,23912,Pembuatan barangan seramik refraktori,"Manufacture of refractory ceramic goods (a) manufacture of heat-insulating ceramic goods of siliceous fossils meals <br>(b) manufacture of refactory bricks, blocks and tiles, etc. <br>(c ) manufacture of retorts, crucibles, muffles, nozzles, tubles, pipes, etc. <br>(d) manufacture of refractory articles containing magnesite, dolomite or chromites"
2025,C,23921,Pembuatan seramik bukan refraktori,Manufacture of non-refractory ceramic,C,23921,Pembuatan seramik bukan refraktori,"Manufacture of non-refractory ceramic (a) manufacture of non-refractory ceramic hearth or wall tiles, mosaic cubes, etc. <br>(b) manufacture of non-refractoryceramic flags and paving <br>(c ) manufactureof of structural non-refractory clay building materials (e.g. ceramic bricks, roofing tiles, chimney pots, pipes, conduits, etc.)"
2025,C,23929,Pembuatan lain-lain bahan binaan dari tanah liat,Manufacture of other clay building materials,C,23929,Pembuatan lain-lain bahan binaan dari tanah liat,Manufacture of other clay building materials (a) manufacture of flooring blocks in baked clay <br>(b) manufacture of ceramic sanitary fixtures
2025,C,23930,Pembuatan produk porselin dan seramik lain,Manufacture of other porcelain and ceramic products,C,23929,Pembuatan lain-lain bahan binaan dari tanah liat,Manufacture of other clay building materials (a) manufacture of flooring blocks in baked clay <br>(b) manufacture of ceramic sanitary fixtures
2025,C,23930,Pembuatan produk porselin dan seramik lain,Manufacture of other porcelain and ceramic products,C,23930,Pembuatan produk porselin dan seramik lain,"Manufacture of other porcelain and ceramic products (a) manufacture of ceramic tableware and other domestic or toilet articles <br>(b) manufacture of statuettes and other ornamental ceramic articles <br>(c ) manufacture of electrical insulator and insulating fitting of ceramics <br>(d) manufacture of ceramic and ferrite magnets <br>(e) manufacture of ceramic laboratory, chemical and industrial product <br>(f) manufacture of ceramic pots, jars, etc,. used for conveyance or packing goods <br>(g) manufacture of ceramic furniture <br>(h) manufacture of ceramic insulators <br>(i) manufacture of porcelain electrical insulator <br>(j) manufacture of ceramic product n.e.c."
2025,C,23941,Pembuatan simen hidraulik,Manufacture of hydraulic cement,C,23941,Pembuatan simen hidraulik,"Manufacture of hydraulic cement manufacture of clinkers and hydraulic cements, incl. Portland, aluminous cement slag cement and superphospate cements"
2025,C,23942,Pembuatan kapur dan plaster,Manufacture of lime and plaster,C,23942,Pembuatan kapur dan plaster,"Manufacture of lime and plaster (a) manufacture of quicklime, slaked lime and hydraulic lime <br>(b) manufacture of plaster of calcined gypsum or calcined sulphate <br> (c ) manufacture of calcined dolomite"
2025,C,23951,Pembuatan konkrit dan mortar siap bancuh dan bancuhan kering,Manufacture of ready-mix and dry-mix concrete and mortars,C,23951,Pembuatan konkrit dan mortar siap bancuh dan bancuhan kering,Manufacture of ready-mix and dry-mix concrete and mortars manufacture of powdered mortars
2025,C,23952,"Pembuatan konkrit pratuangan, simen atau artikel batu buatan yang digunakan dalam pembinaan","Manufacture of precast concrete, cement or artificial stone articles for use in construction",C,23952,"Pembuatan konkrit pratuangan, simen atau artikel batu buatan yang digunakan dalam pembinaan","Manufacture of precast concrete, cement or artificial stone articles for use in construction manufacture of plaster articles for use in construction (e.g. boards, sheets, panel, tiles, flagstones, bricks, pipes, post, etc.)"
2025,C,23953,"Pembuatan komponen struktur pasang siap untuk bangunan atau kejuruteraan awam dari simen, batu atau konkrit buatan","Manufacture of prefabricated structural components for building or civil engineering of cement, concrete or artificial stone",C,23953,"Pembuatan komponen struktur pasang siap untuk bangunan atau kejuruteraan awam dari simen, batu atau konkrit buatan","Manufacture of prefabricated structural components for building or civil engineering of cement, concrete or artificial stone manufacture of building material materials of vegetable substances (e.g. wood wool, straw, reeds, rushes, etc., agglomerated with cement, plaster or other mineral binder)"
2025,C,23959,"Pembuatan artikel konkrit, simen dan plaster lain t.t.t.l.","Manufacture of other articles of concrete, cement and plaster n.e.c.",C,23959,"Pembuatan artikel konkrit, simen dan plaster lain t.t.t.l","Manufacture of other articles of concrete, cement and plaster n.e.c. (a) manufacture of articles of asbestos-cement or cellulose fibre-cement or the like (e.g. corrugated sheets, other sheets, panel, tiles, tubes, pipes, reservoirs, troughs, basins, sinks, jars, furniture, window frames, etc.) <br>(b) manufacture of other articles of concrete, plaster, cement or artificial stone (e.g. statuary, furniture, bas-and haut-relief, vases, flowerpots, etc.)"
2025,C,23960,"Pemotongan, pembentukan dan kemasan batu","Cutting, shaping and finishing of stone",C,23960,"Pemotongan, pembentukan dan penyiapan batu","Cutting, shaping and finishing of stone"
2025,C,23990,Pembuatan produk mineral bukan logam lain t.t.t.l.,Manufacture of other non-metallic mineral products n.e.c.,C,23990,Pembuatan produk mineral bukan logam lain t.t.t.l.,Manufacture of other non-metallic mineral products n.e.c.
2025,C,24101,"Pengeluaran jongkong besi dan spiegeleisen dalam bentuk jongkong, blok atau dalam bentuk asal lain","Production of pig iron and spiegeleisen in pigs, blocks, or other primary forms",C,24101,"Pengeluaran jongkong besi dan spiegeleisen dalam bentuk jongkong, blok atau dalam bentuk asal lain","Production of pig iron and spiegeleisen in pigs, blocks or other primary forms (a) production of ferro-alloys <br>(b) production of semi-finished product of iron or non-alloy steel <br>(c ) production of ingots, other primary forms and semi-finished product of stainless steel or other alloy steel"
2025,C,24102,Pengeluaran batang dan rod keluli tahan karat atau keluli aloi lain,Production of bars and rods of stainless steel or other alloy steel,C,24102,Pembuatan batang dan rod keluli tahan karat atau keluli aloi lain,"Production of bars and rods of stainless steel or other alloy steel (a) production of angles, shapes and sections of stainless steel or other alloy steel <br>(b) production of bars and rods of iron or non-alloy steel <br> (c ) production of flat-rolled product of iron or non-alloy steel <br> (d) production of angles, shapes and section of iron or non alloysteel <br>(e) manufacture of steel bars or solid section by cold drawing, grinding or turning"
2025,C,24103,"Pembuatan tiub tidak berkelim, dengan penggelekan, picitan atau tempaan panas atau dengan tempaan atau penggelekan sejuk","Manufacture of seamless tubes, pipes and hollow profiles of steel, by hot rolling, hot extrusion or hot drawing, or by cold drawing or cold rolling",C,24103,"Pembuatan tiub tidak berkelim, dengan penggelekan, picitan atau tempaan panas, atau dengan tempaan atau penggelekan sejuk","Manufacture of seamless tubes, by hot rolling, hot extrusion or hot drawing, or by cold drawing or cold rolling manufacture of welded tubes by cold or hot forming and welding, by forming and cold drawing, or by hot forming and reducing"
2025,C,24104,Pembuatan kelengkapan tiub keluli,Manufacture of tube fittings of steel,C,24104,Pembuatan kelengkapan tiub keluli,Manufacture of steel tube fittings manufacture of open section by progressive cold forming on a roll mill or folding on a press of flat-rolled products of steel
2025,C,24109,Pembuatan produk besi dan keluli asas lain t.t.t.l.,Manufacture of other basic iron and steel products n.e.c.,C,24109,Pembuatan produk besi asas dan keluli lain t.t.t.l,"Manufacture of other basic iron and steel products n.e.c. (a) operation of blast furnaces, steel converters, rolling and finishing mills <br>(b) production of sheet piling of steel and welded open sections of steel <br>(c) production of railway track materials (unassembled rails) of steel <br> (d) manufacture of steel wire by cold drawing or stretching <br>(e) production of granular iron and iron powder; production of iron of exceptional purity by electrolysis or other chemical processes <br>(f) remelting ferrous waste and scrap"
2025,C,24201,Peleburan timah,Tin smelting,C,24201,Peleburan timah,Tin smelting
2025,C,24202,Pengeluaran aluminium daripada alumina,Production of aluminium from alumina,C,24202,Pengeluaran aluminium daripada alumina,"Production of aluminium from alumina production of aluminium from electrolytic refining of aluminium waste and scrap, production of aluminium alloys, semi-manufacturing of aluminium, production of aluminium oxide (alumina), production of aluminium wrapping foil, manufacture of aluminium (tin) foil laminates made from aluminium (tin) foil as primary component"
2025,C,24209,Pembuatan logam berharga asas lain dan logam bukan ferus lain t.t.t.l.,Manufacture of other basic precious and other non-ferrous metals n.e.c.,C,24209,Pembuatan logam asas berharga dan logam bukan ferus lain t.t.t.l,"Manufacture of other basic precious and other non-ferrous metals n.e.c. (a) production of basic precious metals such as gold, silver, platinum, etc. <br>(b) production of precious metal alloys <br>(c ) production of precious metal semi-product <br>(d) production of silver rolled onto base metals <br>(e) production of gold rolled onto baese metals and silver <br>(f) production of platinum and platinum group metal rolled onto gold, silver or base metals <br>(g) production of lead, zinc and tin from ores <br>(h) production of lead, zinc and tin from electrolytic refining of lead, zinc and tin waste and scrap <br>(i) production of lead,zinc and tin alloys <br>(j) semi-manufacturing of lead, zinc and tin <br>(k) production of copper from ores <br>(l) production of copper from electrolytic refining of copper waste and scrap <br>(m) production of copper alloys <br>(n) manufacture of fuse wire or strip <br>(o) semi manufacturing of copper <br>(p) production of chrome, manganese, nickel, etc from ores or oxides <br>(q) production of chrome, manganese, nickel, etc. from electrolytic and aluminothermic refining of chrome, manganese, nickel, etc., waste and scrap <br>(r) production of alloys of chrome, manganese, nickel, etc. <br>(s) semi-manufacturing of chrome, manganese, nickel, etc. <br>(t) production of mattes of nickel <br>(u) production of uranium metal from pitchblende or other ores <br>(v) smelting and refining of uranium <br>(w) manufacture of wire of these metal by drawing <br>(x) manufacture of precious metal foil laminates"
2025,C,24311,Pengacuan besi,Casting of iron,C,24311,Pengacuan besi,"Casting of iron (a) casting of semi-finished iron product <br>(b) casting of grey iron casting <br>(c ) casting of spheroidal graphite iron casting <br>(d) casting of malleable cast-iron product <br> (e) manufacture of tubes, pipes and hollow profiles and the tubes or pipe fitting of cast-iron"
2025,C,24312,Pengacuan keluli,Casting of steel,C,24312,Pengacuan keluli,Casting of steel (a) casting of semi-finished steel products <br>(b) casting of steel castings
2025,C,24320,Pengacuan logam bukan ferus,Casting of non-ferrous metals,C,24320,Pengacuan logam bukan ferus,"Casting of non-ferrous metals (a) casting of semi-finished products of aluminium, magnesium, titanium, zinc, etc. <br>(b) casting of light metal casting <br>(c ) casting of heavy metal casting <br>(d) casting of precious metal casting <br>(e) die-casting of non-ferrous metal casting"
2025,C,25111,Pembuatan kerangka kerja perindustrian daripada logam,Manufacture of industrial frameworks in metal,C,25111,Pembuatan kerangka kerja perindustrian daripada logam,"Manufacture of industrial frameworks in metal frameworks for blast furnaces, lifting and handling equipment, etc."
2025,C,25112,Pembuatan bangunan pasang siap terutamanya daripada logam,Manufacture of prefabricated buildings mainly of metal,C,25112,Pembuatan bangunan pasang siap terutamanya daripada logam,"Manufacture of prefabricated buildings mainly of metal site huts, modular exhibition elements, etc."
2025,C,25113,"Pembuatan pintu, tingkap dan bingkai, penutup tingkap dan pintu pagar daripada logam","Manufacture of metal doors, windows and their frames, shutters and gates",C,25113,"Pembuatan pintu, tingkap dan bingkai, penutup tingkap dan pintu pagar daripada logam","Manufacture of metal doors, windows and their frames, shutters and gates"
2025,C,25119,Pembuatan produk struktur logam lain,Manufacture of other structural metal products,C,25119,Pembuatan produk struktur logam lain,"Manufacture of other structural metal products (a) manufacture of metal frameworks or skeletons for construction and parts thereof (e.g. towers, masts, trusses, bridges, etc.) <br>(b) metal room partition for floor attachment"
2025,C,25120,"Pembuatan tangki, takungan dan kontena daripada logam","Manufacture of tanks, reservoirs and containers of metal",C,25120,"Pembuatan tangki, takungan dan kontena daripada logam","Manufacture of tanks, reservoirs and containers of metal (a) manufacture of reservoirs, tanks and similar containers of metal, of types normally installed as fixtures for storage or manufacturing use <br>(b) manufacture of metal containers for compressed or liquefied gas <br>(c ) manufacture of central heating boiler and radiator"
2025,C,25130,"Pembuatan penjana wap, kecuali dandang pemanasan air berpusat","Manufacture of steam generators, except central heating hot water boilers",C,25130,"Pembuatan penjana wap, kecuali dandang pemanasan air berpusat(","Manufacture of steam generators, except central heating hot water boilers (a) manufacture of steam or other vapour generators <br>(b) manufacture of auxiliary plant for use with steam generators (e.g condenser, economizer, superheaters, steam collector and acumulators) <br>(c ) manufacture of nuclear reactor, except isotope separators <br>(d) manufacture of part for marine or power boiler"
2025,C,25200,Pembuatan senjata dan peluru,Manufacture of weapons and ammunition,C,25200,Pembuatan senjata dan peluru,"Manufacture of weapons and ammunition (a) manufacture of heavy weapon (artillery, mobile guns, rocket launcher, torpedo tubes, heavy machine guns) <br>(b) manufacture of small arms (revolvers, shortgun, light machine guns) <br>(c ) manufacture of air or gas guns and pistols <br>(d) manufacture of war ammunition <br>(e) manufacture of military and guided missiles <br>(f) manufacture of hunting, sporting or protective firearms ammunitions <br>(g) manufacture of explosive devices such as bombs, mines and torpedoes <br>(h) manufacture of other weapon and ammunition n.e.c."
2025,C,25910,"Tempaan, tekanan, hentakan dan bentuk gelekan logam; serbuk metalurgi","Forging, pressing, stamping and roll-forming of metal",C,25910,"Tempaan, tekanan, hentakan dan bentuk gelekan logam; serbuk metalurgi","Forging, pressing, stamping and roll-forming of metal; powder metallurgy powder metallurgy : production of metal objects directly from metal powders by heat treatment (sintering) or under pressure"
2025,C,25920,Rawatan dan penyalutan logam; menggunakan mesin,Treatment and coating of metals; machining,C,25920,Rawatan dan penyalutan logam; menggunakan mesin,"Treatment and coating of metals; machining (a) plating, anodizing, etc. of metal <br>(b) heat treatment of metal <br>(c ) deburring, sandblasting, tumbling, cleaning of metal <br>(d) colouring and engraving of metal <br>(e) non-metallic coating of metal (e.g plasticizing, enamelling, lacquering, etc.) <br>(f) hardening, buffing of metal <br>(g) boring, turning, milling, eroding, planning, lapping, broaching, levelling, sawing, grinding, sharpening, polishing, welding,splicing of metalwork pieces <br>(h) cutting of and writing on metal by mean of laser beams"
2025,C,25930,"Pembuatan kutleri, alatan pertukangan tangan dan perkakasan am","Manufacture of cutlery, hand tools and general hardware",C,25930,"Pembuatan kutleri, alatan pertukangan tangan dan perkakasan am","Manufacture of cutlery, hand tools and general hardware"
2025,C,25991,"Pembuatan tin dan bekas logam untuk produk makanan dan minuman, tiub dan kotak boleh dilipat","Manufacture of tins and cans for food products, collapsible tubes and boxes",C,25991,"Pembuatan tin untuk produk makanan dan minuman, tiub dan kotak boleh dilipat","Manufacture of tins and cans for food products, collapsible tubes and boxes (a) manufacture of pails, cans, drums, buckets, boxes and kegs <br>(b) manufacture of metallic closures"
2025,C,25992,"Pembuatan kabel, plaited bands (jalur/pita berpintal) dan artikel seumpamanya daripada logam","Manufacture of metal cable, plaited bands and similar articles",C,25992,"Pembuatan kabel, plaited bands (jalur/pita berpintal) dan artikel seumpamanya daripada logam","Manufacture of metal cable, plaited bands and similar articles (a) manufacture of uninsulated metal cable or insulated cable not capable of being used as a conductor of electricity <br> (b) manufacture of articles made wire (e.g. barbed wire, wire fencing, grill, netting ,cloth,etc.)"
2025,C,25993,"Pembuatan bolt, skru, nat dan produk uliran seumpamanya","Manufacture of bolts, screws, nuts and similar threaded products",C,25993,"Pembuatan bolt, skru, nat dan produk uliran seumpamanya","Manufacture of bolts, screws, nuts and similar threaded products (a) manufacture of nails and pins <br>(b) manufacture of rivets, washer and similar non-threaded product <br> (c ) manufacture of screw machine product <br>(d) manufacture of spring(except watch spring) <br>(e) manufacture of chain,except power tranmission chain"
2025,C,25994,Pembuatan barangan logam isi rumah,Manufacture of metal household articles,C,25994,Pembuatan barangan rumah daripada logam,"Manufacture of metal household articles (a) manufacture of plates, saucers, pots, kettles, bowls, platters, saucepans, frying pans, metal scouring pads, etc.<br>(b) manufacture of baths, sinks, washbasins and similar articles <br> (c ) manufacture of metal vacuumjugs and bottles"
2025,C,25999,Pembuatan sebarang produk logam rekaan lain t.t.t.l.,Manufacture of any other fabricated metal products n.e.c.,C,25999,Pembuatan produk lain yang direka daripada logam t.t.t.l,"Manufacture of any other fabricated metal products n.e.c. (a) manufacture of safes, strongboxes, armoured doors, etc.<br> (b) manufacture of various metal articles, (e.g ship propellers and blades thereof;bells, assembled railway track fixture;clasps buckles, hooks) <br>(c ) manufacture of foil bags <br>(d) manufacture of permenants mettalic magnets <br>(e) manufacture of metal badges and metal military insignia <br>(f) manufacture of metal hair curlers, metal umbrella handles and frame,combs,etc. <br>(g) manufactureof metal weight as used for weightlifting"
2025,C,26110,"Pembuatan sel solar, panel solar dan penyongsang fotovoltaik","Manufacture of solar cells, solar panels and photovoltaic inverters",C,26101,"Pembuatan diod, transistor dan alatan semikonduktor yang seumpamanya","Manufacture of diodes, transistors and similar semiconductor devices (a) manufacture of diodes, transistors, and related discrete devices <br>(b) manufactured of dice or wafers, semiconductor, finished or semi-finished <br>(c ) manufactured of light emitting diodes (LED)"
2025,C,26110,"Pembuatan sel solar, panel solar dan penyongsang fotovoltaik","Manufacture of solar cells, solar panels and photovoltaic inverters",C,26101,"Pembuatan diod, transistor dan alatan semikonduktor yang seumpamanya","Manufacture of diodes, transistors and similar semiconductor devices (a) manufacture of diodes, transistors, and related discrete devices <br>(b) manufactured of dice or wafers, semiconductor, finished or semi-finished <br>(c ) manufactured of light emitting diodes (LED)"
2025,C,26191,"Pembuatan diod, transistor dan alatan semikonduktor yang seumpamanya","Manufacture of diodes, transistors and similar semiconductor devices",C,26101,"Pembuatan diod, transistor dan alatan semikonduktor yang seumpamanya","Manufacture of diodes, transistors and similar semiconductor devices (a) manufacture of diodes, transistors, and related discrete devices <br>(b) manufactured of dice or wafers, semiconductor, finished or semi-finished <br>(c ) manufactured of light emitting diodes (LED)"
2025,C,26192,Pembuatan litar elektronik bersepadu dengan pemasangan mikro,Manufacture electronic integrated circuits micro assemblies,C,26102,Pembuatan litar elektronik bersepadu dengan pemasangan mikro,"Manufacture electronic integrated circuits micro assemblies (a) manufacture of microprocessors <br> (b) manufactured of intergrated circuit (analogue, digital or hybrid) <br> (c ) manufactured of capital cable sets or assemblies"
2025,C,26193,Pembuatan kapasitor dan perintang elektrik,Manufacture of electrical capacitors and resistors,C,26103,Pembuatan kapasitor dan perintang elektrik,"Manufacture of electrical capacitors and resistors (a) manufacture of capacitors, electronic <br>(b) manufactured of resistors, electronic"
2025,C,26194,Pembuatan papan litar bercetak,Manufacture of printed circuit boards,C,26104,Pembuatan papan litar bercetak,Manufacture of printed circuit boards (a) manufacture of bare printed circuit boards <br> (b) loading of component onto printed circuit boards <br>(c ) printed circuit boards assemblies
2025,C,26195,Pembuatan komponen paparan,Manufacture of display components,C,26104,n.a.,n.a.
2025,C,26195,Pembuatan komponen paparan,Manufacture of display components,C,26105,Pembuatan komponen paparan,"Manufacture of display components (a) manufacture of electron tubes <br> (b) manufactured of display component (plasma,polymer,LCD)"
2025,C,26199,Pembuatan komponen lain untuk aplikasi elektronik,Manufacture of other components for electronic applications,C,26109,Pembuatan komponen lain untuk aplikasi elektronik,"Manufacture of other components for electronic applications (a) manufacture of solenoids, switches and transducers for electronic applications <br>(b) manufactured of interface cards(e.g sound,video,controller,network) <br>(c ) manufacture of printercables , monitor cables, USB cables, connectors, etc <br> (d) manufacture of internal/external computer modems <br>(e) manufacture of electronic component-type connectors, sockets, and switches <br>(f) manufacture of inductors (e.g. chokes, coils, transformers), electornic component type <br>(g) manufacture of electronic crystals and crystal assemblies <br>(h) manufacture of other components for electonic applications n.e.c."
2025,C,26191,"Pembuatan diod, transistor dan alatan semikonduktor yang seumpamanya","Manufacture of diodes, transistors and similar semiconductor devices",C,26109,Pembuatan komponen lain untuk aplikasi elektronik,"Manufacture of other components for electronic applications (a) manufacture of solenoids, switches and transducers for electronic applications <br>(b) manufactured of interface cards(e.g sound,video,controller,network) <br>(c ) manufacture of printercables , monitor cables, USB cables, connectors, etc <br> (d) manufacture of internal/external computer modems <br>(e) manufacture of electronic component-type connectors, sockets, and switches <br>(f) manufacture of inductors (e.g. chokes, coils, transformers), electornic component type <br>(g) manufacture of electronic crystals and crystal assemblies <br>(h) manufacture of other components for electonic applications n.e.c."
2025,C,26201,Pembuatan komputer,Manufacture of computers,C,26201,Pembuatan komputer,Manufacture of computers (a) manufacture of desktop computers <br>(b) manufacture of laptop computer <br>(c ) manufacture of mainframe computer <br>(d) manufacture of hand-held computer (e.g PDA)
2025,C,26202,Pembuatan kelengkapan peranti,Manufacture of peripheral equipment,C,26202,Pembuatan kelengkapan peranti,"Manufacture of peripheral equipment (a) manufacture of magnetic disk drives, flash drives and other storage devices <br> (b) manufacture of optical CD-RW, CD-ROM, DVD-ROM, DVD-RW, disk drive <br> (c ) manufacture of printer <br> (d) manufacture of monitor <br> (e) manufacture of keyboard <br> (f) manufacture of all type of mice, joystick and track-ball accessories <br> (g) manufacture of dedicated computer terminal (e.g automatic teller machines, point-of-sale terminal, etc) <br> (h) manufacture of computer server <br> (i) manufacture of other peripheral equipment n.e.c (e.g scanner, including bar code scanner, smart card reader)"
2025,C,26300,Pembuatan peralatan komunikasi,Manufacture of communication equipment,C,26300,Pembuatan peralatan komunikasi,Manufacture of communication equipment
